Champ20,Champ30,Champ21,LIBELLE,INTIT,CPT,FIXE,ANA,CLO
,,,,REPRISE SUBVENTIONS D'EQUIPEME,74701000,D,,
,,,,REPRISE SUBVENTIONS D'EQUIPEME,74702000,D,,
,,,,REPRISE SUBVENTIONS D'EQUIPEME,74703000,D,,
,,,,REPRISE SUBVENTIONS D'EQUIPEME,74704000,D,,
,,,,REPRISES S/AMORTISSEMENTS     ,78002000,D,,
,,,,REPRISES S/AMORTISSEMENTS     ,78004000,D,,
,,,,REPRISES S/AMORTISSEMENTS     ,78003000,D,,
,,,,REPRISES S/AMORTISSEMENTS     ,78001000,D,,
,,,,RESERVE GENERATEUR            ,10052100,D,,
,,,,RESERVE GENERATEUR            ,10054100,D,,
,,,,RESERVE GENERATEUR            ,10051100,D,,
,,,,RESERVE GENERATEUR            ,10053100,D,,
,,,,RESTA &TRANSP2 A PAYER,42201010,,N,N
,,,,RESTAURATION,71052200,,N,N
,,,,RESULTAT AVANT IMMO,85011000,,N,N
,,,,RESULTAT BRUT D'EXPLOITATION,82011000,,N,N
,,,,RESULTAT DE LA PERIODE A AFFEC,87011000,,N,N
,,,,RESULTAT NET DE L'EXERCICE    ,13004000,D,,
,,,,RESULTAT NET DE L'EXERCICE    ,13001000,D,,
,,,,RESULTAT NET DE L'EXERCICE    ,13002000,D,,
,,,,RESULTAT NET DE L'EXERCICE    ,13003000,D,,
,,,,RESULTAT NET D'EXPLOITATION,83011000,,N,N
,,,,RESULTAT S/CESSION D'ACTIF IMM,84003000,D,,
,,,,RESULTAT S/CESSION D'ACTIF IMM,84001000,D,,
,,,,RESULTAT S/CESSION D'ACTIF IMM,84002000,D,,
,,,,RESULTAT S/CESSION D'ACTIF IMM,84004000,D,,
,,,,RESULTAT S/CESSION IMMO ET TIT,84011000,,N,N
,,,,RETRAITE ELEVES               ,64952100,V,,
,,,,RETRAITE ELEVES               ,64951100,V,,
,,,,RETRAITE ELEVES               ,64953100,V,,
,,,,RETRAITE ELEVES               ,64954100,V,,
,,,,REZATELSAT KANANGA            ,41014210,D,,
,,,,REZATELSAT KANANGA            ,41013210,D,,
,,,,REZATELSAT KANANGA            ,41012210,D,,
,,,,REZATELSAT KANANGA            ,41011210,D,,
,,,,RME/EZE MAISONS RESIDENTS     ,10054160,D,,
,,,,RME/EZE MAISONS RESIDENTS     ,10052160,D,,
,,,,RME/EZE MAISONS RESIDENTS     ,10053160,D,,
,,,,RME/EZE MAISONS RESIDENTS     ,10051160,D,,
,,,,ROFFE PHARMA,40001260,,N,N
,,,,ROFFE PHARMA,46661560,,N,N
,,,,ROFFE ZAIRE                   ,41011230,D,,
,,,,ROFFE ZAIRE                   ,41013230,D,,
,,,,ROFFE ZAIRE                   ,41014230,D,,
,,,,ROFFE ZAIRE                   ,41012230,D,,
,,,,ROW ITM,63341400,,N,N
,,,,S.C.P.T.(ONPTZ),41011010,D,,
,,,,S.E.P. CONGO,41011560,D,,
,,,,S.E.P. ZAIRE                  ,41012560,D,,
,,,,S.E.P. ZAIRE                  ,41014560,D,,
,,,,S.E.P. ZAIRE                  ,41013560,D,,
,,,,S.N.C.Z./OCS                  ,41012250,D,,
,,,,S.N.C.Z./OCS                  ,41014250,D,,
,,,,S.N.C.Z./OCS                  ,41011250,D,,
,,,,S.N.C.Z./OCS                  ,41013250,D,,
,,,,S.N.EL                        ,41014260,D,,
,,,,S.N.EL                        ,41012260,D,,
,,,,S.N.EL                        ,41011260,D,,
,,,,S.N.EL                        ,41013260,D,,
,,,,S.N.R.D.A.                    ,41014270,D,,
,,,,S.N.R.D.A.                    ,41013270,D,,
,,,,S.N.R.D.A.                    ,41012270,D,,
,,,,S.N.R.D.A.                    ,41011270,D,,
,,,,SABUE TSHISEBA                ,42132240,D,,
,,,,SABUE TSHISEBA                ,42134240,D,,
,,,,SABUE TSHISEBA                ,42133240,D,,
,,,,SALAIRES BRUTS ET PRIMES,65110000,F,N,N
,,,,SALAIRES BRUTS ET PRIMES,65113000,F,N,N
,,,,SALAIRES BRUTS ET PRIMES,65114000,F,N,N
,,,,SALAIRES BRUTS ET PRIMES      ,65111000,F,,
,,,,SALAIRES BRUTS ET PRIMES,65112000,F,N,N
,,,,SALAIRES DE L'ETAT,71563000,,N,N
,,,,SALAIRES NETS A PAYER         ,42203000,D,,
,,,,SALAIRES NETS A PAYER         ,42204000,D,,
,,,,SALAIRES NETS A PAYER         ,42202000,D,,
,,,,SALAIRES NETS A PAYER         ,42201000,D,,
,,,,SANGAMAYI K.,65117115,,N,N
,,,,SANRU FONDS MONDIALE,41211470,,N,N
,,,,SANRU III                     ,46652160,D,,
,,,,SANRU III                     ,46653160,D,,
,,,,SANRU III                     ,46654160,D,,
,,,,SANRU III                     ,46651160,D,,
,,,,SANTOS                        ,40004080,D,,
,,,,SANTOS                        ,40003080,D,,
,,,,SANTOS                        ,40001080,D,,
,,,,SANTOS                        ,40002080,D,,
,,,,SARAGOSSI                     ,41012280,D,,
,,,,SARAGOSSI                     ,41013280,D,,
,,,,SARAGOSSI                     ,41014280,D,,
,,,,SARAGOSSI                     ,41011280,D,,
,,,,SAVINKAS & ALADJEM            ,41013300,D,,
,,,,SAVINKAS & ALADJEM            ,41014300,D,,
,,,,SAVINKAS & ALADJEM            ,41012300,D,,
,,,,SCHOLARSHIP,76311127,,N,N
,,,,SCIBE ZAIRE                   ,41013310,D,,
,,,,SCIBE ZAIRE                   ,41011310,D,,
,,,,SCIBE ZAIRE                   ,41012310,D,,
,,,,SCIBE ZAIRE                   ,41014310,D,,
,,,,SCIERIE DU KASAI              ,40003060,D,,
,,,,SCIERIE DU KASAI              ,40001060,D,,
,,,,SCIERIE DU KASAI              ,40002060,D,,
,,,,SCIERIE DU KASAI              ,40004060,D,,
,,,,SEAZA                         ,41012330,D,,
,,,,SEAZA                         ,41011330,D,,
,,,,SEAZA                         ,41014330,D,,
,,,,SEAZA                         ,41013330,D,,
,,,,SEDIZA                        ,41012360,D,,
,,,,SEDIZA                        ,41014360,D,,
,,,,SEDIZA                        ,41013360,D,,
,,,,SEDIZA                        ,41011360,D,,
,,,,SEKOUNDO NASSOZA              ,42133890,D,,
,,,,SEKOUNDO NASSOZA              ,42131890,D,,
,,,,SEKOUNDO NASSOZA              ,42132890,D,,
,,,,SEKOUNDO NASSOZA              ,42134890,D,,
,,,,SEKUNDO NASOZA,65131890,,N,N
,,,,SEP CONGO,46902120,,N,N
,,,,seringues aiguilles catheters,30013175,,N,N
,,,,"Seringues Aiguilles Catheter",30011175,,,
,,,,"Seringues Aiguilles Catheter",60011175,,,
,,,,"seringues aiguilles catheter",60013175,,N,N
,,,,"Seringues ainguilles cathete",30012175,,N,N
,,,,"seringues ainguilles cathete",60012175,,N,N
,,,,"SERINGUESAIGUILLESCATHETERS",70011175,,N,N
,,,,SEWING SCHOLL,46661650,,N,N
,,,,SHABAIR                       ,41012490,D,,
,,,,SHABAIR                       ,41011490,D,,
,,,,SHABAIR                       ,41014490,D,,
,,,,SHABAIR                       ,41013490,D,,
,,,,SHAMUIMBA MBOMBO,65161190,,N,N
,,,,SHEMBO                        ,40001090,D,,
,,,,SHEMBO                        ,40002090,D,,
,,,,SHEMBO                        ,40004090,D,,
,,,,SHEMBO                        ,40003090,D,,
,,,,SHUYI MEMBA                   ,45003270,D,,
,,,,SHUYI MEMBA                   ,45001270,D,,
,,,,SHUYI MEMBA                   ,45002270,D,,
,,,,SHUYI MEMBA                   ,45004270,D,,
,,,,SIMON PARK                    ,42114190,D,,
,,,,SIMON PARK                    ,42113190,D,,
,,,,SIMON PARK                    ,42112190,D,,
,,,,Site Survey Trip              ,46202210,D,,
,,,,Site Survey Trip              ,46201210,D,,
,,,,Site Survey Trip              ,46203210,D,,
,,,,Site Survey Trip              ,46204210,D,,
,,,,SIZARAIL                      ,41012740,D,,
,,,,SIZARAIL                      ,41013740,D,,
,,,,SIZARAIL                      ,41011740,D,,
,,,,SIZARAIL                      ,41014740,D,,
,,,,SNEL(FOURNITURES ELECTRI),40001160,,N,N
,,,,SNIP.                         ,41011600,D,,
,,,,SNIP.                         ,41014600,D,,
,,,,SNIP.                         ,41012600,D,,
,,,,SNIP.                         ,41013600,D,,
,,,,SOCIETE BIBLIQUE              ,41202360,D,,
,,,,SOCIETE BIBLIQUE              ,41201360,D,,
,,,,SOCIETE BIBLIQUE              ,41203360,D,,
,,,,SOCIETE BIBLIQUE              ,41204360,D,,
,,,,SODIKAS LODJA                 ,41012390,D,,
,,,,SODIKAS LODJA                 ,41013390,D,,
,,,,SODIKAS LODJA                 ,41014390,D,,
,,,,SODIKAS LODJA                 ,41011390,D,,
,,,,SOEURS CARMES MALOLE,41201043,,N,N
,,,,SOEURS CARMES MALOLE,41201430,,N,N
,,,,SOEURS DE BILOMBA             ,41012400,D,,
,,,,SOEURS DE BILOMBA             ,41013400,D,,
,,,,SOEURS DE BILOMBA             ,41014400,D,,
,,,,SOEURS DE BILOMBA             ,41011400,D,,
,,,,SOEURS DE ST VINCENT DE PAUL  ,41014620,D,,
,,,,SOEURS DE ST VINCENT DE PAUL  ,41013620,D,,
,,,,SOEURS DE ST VINCENT DE PAUL  ,41012620,D,,
,,,,SOEURS DE ST VINCENT DE PAUL  ,41011620,D,,
,,,,SOEURS DE STE THERESE NGANZA  ,41012700,D,,
,,,,SOEURS DE STE THERESE NGANZA  ,41014700,D,,
,,,,SOEURS DE STE THERESE NGANZA  ,41013700,D,,
,,,,SOEURS DE STE THERESE NGANZA  ,41011700,D,,
,,,,SOINS GRATUITS (CHARITE)      ,64701000,V,,
,,,,SOINS GRATUITS (CHARITE)      ,64704000,V,,
,,,,SOINS GRATUITS (CHARITE)      ,64703000,V,,
,,,,SOINS GRATUITS (CHARITE)      ,64702000,V,,
,,,,SOINS GRATUITS CMCO,64701300,,N,N
,,,,SOINS GRATUITS CPC,64701200,,N,N
,,,,SOINS GRATUITS ELEVES         ,64753100,V,,
,,,,SOINS GRATUITS ELEVES         ,64754100,V,,
,,,,SOINS GRATUITS ELEVES         ,64751100,V,,
,,,,SOINS GRATUITS ELEVES         ,64752100,V,,
,,,,SOINS INFIRMIERS AMBULATOIRES,71011035,,N,N
,,,,SOINS MEDICAUX         ,71013300,D,,
,,,,SOINS MEDICAUX         ,71011300,D,,
,,,,SOINS MEDICAUX         ,71012300,D,,
,,,,SOINS MEDICAUX         ,71014300,D,,
,,,,SOINS MEDICAUX A REMBOURSER,42201080,,N,N
,,,,SOINS MEDICAUX EN NATURE,65321200,,N,N
,,,,SOINS SPECIFIQUES  ,71012200,D,,
,,,,SOINS SPECIFIQUES  ,71013200,D,,
,,,,SOINS SPECIFIQUES  ,71011200,D,,
,,,,SOINS SPECIFIQUES  ,71014200,D,,
,,,,SOMBAMANYA NDAYE,42161240,,N,N
,,,,SOMBAMANYA NDAYE,65161240,,N,N
,,,,SOMBO PONGE                   ,45961200,D,,
,,,,SOMBO PONGE                   ,45963200,D,,
,,,,SOMBO PONGE                   ,45964200,D,,
,,,,SOMBO PONGE                   ,45962200,D,,
,,,,SONAS                         ,41014460,D,,
,,,,SONAS                         ,40004100,D,,
,,,,SONAS                         ,40002100,D,,
,,,,SONAS                         ,41012460,D,,
,,,,SONAS                         ,41011460,D,,
,,,,SONAS                         ,40003100,D,,
,,,,SONAS                         ,41013460,D,,
,,,,SONAS                         ,40001100,D,,
,,,,SONAS                         ,46401000,D,,
,,,,SONAS                         ,46403000,D,,
,,,,SONAS                         ,46404000,D,,
,,,,SONAS                         ,46402000,D,,
,,,,SOUS-CONSEIL D'ADMINISTRATION ,64912000,F,,
,,,,SOUS-CONSEIL D'ADMINISTRATION ,64913000,F,,
,,,,SOUS-CONSEIL D'ADMINISTRATION ,64911000,F,,
,,,,SOUS-CONSEIL D'ADMINISTRATION ,64914000,F,,
,,,,SOUTHERNERA DIAMOND INC,41011850,,N,N
,,,,SPAMOLYTIQUES,70011107,,N,N
,,,,Spasmolytiques,30011107,,,
,,,,Spasmolytiques,30013107,,N,N
,,,,spasmolytiques,30012107,,N,N
,,,,Spasmolytiques,60011107,,,
,,,,spasmolytiques,60013107,,N,N
,,,,spasmolytiques,60012107,,N,N
,,,,SPECIALISATION MEDECINS,46661460,,N,N
,,,,STEELE                        ,42114120,D,,
,,,,STEELE                        ,42113120,D,,
,,,,STEELE                        ,42111120,D,,
,,,,STEELE                        ,42112120,D,,
,,,,STEPHAN WALDMAN-HANGAR        ,42113100,D,,
,,,,STEPHAN WALDMAN-HANGAR        ,42112100,D,,
,,,,STEPHAN WALDMAN-HANGAR        ,42111100,D,,
,,,,STEPHAN WALDMAN-HANGAR        ,42114100,D,,
,,,,STOCK A L'EXTERIEUR,36002000,,N,N
,,,,STOCK ALIMENTAIRE HBB         ,31104000,D,,
,,,,STOCK ALIMENTAIRE HBB         ,31103000,D,,
,,,,STOCK ALIMENTAIRE HBB         ,31102000,D,,
,,,,STOCK ALIMENTAIRE HBB         ,31101000,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31153100,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31152000,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31154100,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31154000,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31151000,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31151100,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31152100,D,,
,,,,STOCK ALIMENTAIRE ITM         ,31153000,D,,
,,,,STOCK CARBURANT CLIN.DENT.    ,31434000,D,,
,,,,STOCK CARBURANT CLIN.DENT.    ,31431000,D,,
,,,,STOCK CARBURANT CLIN.DENT.    ,31432000,D,,
,,,,STOCK CARBURANT CLIN.DENT.    ,31433000,D,,
,,,,STOCK CHANTIER                ,31761000,D,,
,,,,STOCK CHANTIER                ,31763000,D,,
,,,,STOCK CHANTIER                ,31762000,D,,
,,,,STOCK CHANTIER                ,31764000,D,,
,,,,STOCK CONSTRUCTION            ,31823000,D,,
,,,,STOCK CONSTRUCTION            ,31821000,D,,
,,,,STOCK CONSTRUCTION            ,31822000,D,,
,,,,STOCK CONSTRUCTION            ,31824000,D,,
,,,,STOCK DENTAIRE                ,31141500,D,,
,,,,STOCK DENTAIRE                ,31142500,D,,
,,,,STOCK DENTAIRE                ,31144500,D,,
,,,,STOCK DENTAIRE                ,31143500,D,,
,,,,STOCK FOURN. DE BUREAU SUBV.  ,31312000,D,,
,,,,STOCK FOURN. DE BUREAU SUBV.  ,31311000,D,,
,,,,STOCK FOURN. DE BUREAU SUBV.  ,31314000,D,,
,,,,STOCK FOURN. DE BUREAU SUBV.  ,31313000,D,,
,,,,STOCK FOURNITURES DE BUREAU   ,31334000,D,,
,,,,STOCK FOURNITURES DE BUREAU   ,31332000,D,,
,,,,STOCK FOURNITURES DE BUREAU   ,31333000,D,,
,,,,STOCK FOURNITURES DE BUREAU   ,31331000,D,,
,,,,STOCK GARAGE                  ,31774000,D,,
,,,,STOCK GARAGE                  ,31772000,D,,
,,,,STOCK GARAGE                  ,31773000,D,,
,,,,STOCK GARAGE                  ,31771000,D,,
,,,,STOCK LABORATOIRE HBB         ,31121600,D,,
,,,,STOCK LABORATOIRE HBB         ,31123600,D,,
,,,,STOCK LABORATOIRE HBB         ,31124600,D,,
,,,,STOCK LABORATOIRE HBB         ,31122600,D,,
,,,,STOCK MAG.CENTRAL HBB,31251000,D,,
,,,,STOCK MAG.CENTRAL HBB / AUTOF.,31252000,D,,
,,,,STOCK MAG.CENTRAL HBB / AUTOF.,31253000,D,,
,,,,STOCK MAG.CENTRAL HBB / AUTOF.,31254000,D,,
,,,,STOCK MAG.CENTRAL HBB / SUBV. ,31202000,D,,
,,,,STOCK MAG.CENTRAL HBB / SUBV. ,31201000,D,,
,,,,STOCK MAG.CENTRAL HBB / SUBV. ,31204000,D,,
,,,,STOCK MAG.CENTRAL HBB / SUBV. ,31203000,D,,
,,,,STOCK MAT.DIDACT. ITM         ,31351000,D,,
,,,,STOCK MAT.DIDACT. ITM         ,31354000,D,,
,,,,STOCK MAT.DIDACT. ITM         ,31353000,D,,
,,,,STOCK MAT.DIDACT. ITM         ,31352000,D,,
,,,,STOCK OPTIQUE                 ,31131400,D,,
,,,,STOCK OPTIQUE                 ,31132400,D,,
,,,,STOCK OPTIQUE                 ,31133400,D,,
,,,,STOCK OPTIQUE                 ,31134400,D,,
,,,,STOCK PERFUSIONS,30141000,,N,N
,,,,STOCK PERFUSIONS PH. HBB,30115100,,N,N
,,,,STOCK PERFUSIONS PH. PAX,30116100,,N,N
,,,,STOCK PERFUSIONS PHAR HBB,30151000,,N,N
,,,,STOCK PERFUSIONS PHAR PAX,30161000,,N,N
,,,,STOCK PHARMACIE HBB           ,30124000,D,,
,,,,STOCK PHARMACIE HBB           ,30123000,D,,
,,,,STOCK PHARMACIE HBB           ,30122000,D,,
,,,,STOCK PHARMACIE HBB           ,30121000,D,,
,,,,STOCK PHARMACIE PAX           ,30134000,D,,
,,,,STOCK PHARMACIE PAX           ,30133000,D,,
,,,,STOCK PHARMACIE PAX           ,30131000,D,,
,,,,STOCK PHARMACIE PAX           ,30132000,D,,
,,,,STOCK RADIOGRAPHIE HBB        ,31121700,D,,
,,,,STOCK RADIOGRAPHIE HBB        ,31124700,D,,
,,,,STOCK RADIOGRAPHIE HBB        ,31123700,D,,
,,,,STOCK RADIOGRAPHIE HBB        ,31122700,D,,
,,,,STOMATOLOGIE,71011038,,N,N
,,,,STUDIOPROKA                   ,41204290,D,,
,,,,STUDIOPROKA                   ,41202290,D,,
,,,,STUDIOPROKA                   ,41203290,D,,
,,,,STUDIOPROKA                   ,41201290,D,,
,,,,STUDY CENTER REHAB,10221490,,N,N
,,,,SUBSIDES MEDECINS             ,10054200,D,,
,,,,SUBSIDES MEDECINS             ,10053200,D,,
,,,,SUBSIDES MEDECINS             ,10051200,D,,
,,,,SUBSIDES MEDECINS             ,10052200,D,,
,,,,SUBV. D'EQUIP.  MORQUE,15340100,,N,N
,,,,SUBV. D'EQUIP. OPHTAL.,15320101,,N,N
,,,,SUBVENTION CBM/OPHT,76411100,,N,N
,,,,SUBVENTION D'EQUIPEMENT MORQUE,15101030,,N,N
,,,,SUBVENTIONS D'EQUIP. C.S.B.B. ,15302020,D,,
,,,,SUBVENTIONS D'EQUIP. C.S.B.B. ,15303020,D,,
,,,,SUBVENTIONS D'EQUIP. C.S.B.B. ,15304020,D,,
,,,,SUBVENTIONS D'EQUIP. C.S.B.B. ,15301020,D,,
,,,,SUBVENTIONS D'EQUIP. HBB,15320100,,N,N
,,,,SUBVENTIONS D'EQUIP. PLCK,15330111,,N,N
,,,,SUBVENTIONS D'EQUIPEMENT      ,15301000,D,,
,,,,SUBVENTIONS D'EQUIPEMENT      ,15302000,D,,
,,,,SUBVENTIONS D'EQUIPEMENT      ,15303000,D,,
,,,,SUBVENTIONS D'EQUIPEMENT      ,15304000,D,,
,,,,SUBVENTIONS D'EQUIPEMENT CSBB,15330110,,N,N
,,,,SUBVENTIONS D'EQUIPEMENT PLCK ,15301040,D,,
,,,,SUBVENTIONS D'EQUIPEMENT PLCK ,15303040,D,,
,,,,SUBVENTIONS D'EQUIPEMENT PLCK ,15304040,D,,
,,,,SUBVENTIONS D'EQUIPEMENT PLCK ,15302040,D,,
,,,,SUBVENTIONS D'EQUIPEMNT ISTM,15320111,,N,N
,,,,SUBVENTIONS D'EXPL. CL. DENT. ,10842500,D,,
,,,,SUBVENTIONS D'EXPL. CL. DENT. ,10843500,D,,
,,,,SUBVENTIONS D'EXPL. CL. DENT. ,10844500,D,,
,,,,SUBVENTIONS D'EXPL. CL. DENT. ,10841500,D,,
,,,,SUBVENTIONS D'EXPL. DIVERSES  ,76911000,D,,
,,,,SUBVENTIONS D'EXPL. DIVERSES  ,76912000,D,,
,,,,SUBVENTIONS D'EXPL. DIVERSES  ,76913000,D,,
,,,,SUBVENTIONS D'EXPL. DIVERSES  ,76914000,D,,
,,,,SUBVENTIONS D'EXPL. OPHT.     ,10834400,D,,
,,,,SUBVENTIONS D'EXPL. OPHT.     ,10831400,D,,
,,,,SUBVENTIONS D'EXPL. OPHT.     ,10832400,D,,
,,,,SUBVENTIONS D'EXPL. OPHT.     ,10833400,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,10801000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,10804000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,10803000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,10802000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,76003000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,76001000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,76004000,D,,
,,,,SUBVENTIONS D'EXPLOITATION    ,76002000,D,,
,,,,SUPPLEMENT BOURSES RESIDENTS,64511100,,N,N
,,,,SUPPORT A FINANCIAL CONSULTANT,10121390,,N,N
,,,,SUPPORT HOSPITAL,46661420,,N,N
,,,,SUPPORT OF A FINANCIAL CONSULT,10221320,,N,N
,,,,SUPPORT OF AFFILIATED HOSPITAL,10221310,,N,N
,,,,SUPPORT OF AFFILIATED HOSPITAL,10121420,,N,N
,,,,SUPPORT OF THE NURSING SCHOOL,10121430,,N,N
,,,,SUPPORT OF THE NURSING SCHOOL,46661430,,N,N
,,,,SUPPORT PARTICIPATION/SEMINAIR,10221430,,N,N
,,,,SUPPORT PAX FIELD,46661910,,N,N
,,,,Suspense Clinique Dentaire    ,49042500,D,,
,,,,Suspense Clinique Dentaire    ,49041500,D,,
,,,,Suspense Clinique Dentaire    ,49044500,D,,
,,,,Suspense Clinique Dentaire    ,49043500,D,,
,,,,Suspense Guest House          ,49062000,D,,
,,,,Suspense Guest House          ,49064000,D,,
,,,,Suspense Guest House          ,49061000,D,,
,,,,Suspense Guest House          ,49063000,D,,
,,,,Suspenses Gaby OKOHE          ,46201110,D,,
,,,,Suspenses Gaby OKOHE          ,46202110,D,,
,,,,Suspenses Gaby OKOHE          ,46204110,D,,
,,,,Suspenses Gaby OKOHE          ,46203110,D,,
,,,,Suspenses LAW                 ,46202080,D,,
,,,,Suspenses LAW                 ,46201080,D,,
,,,,Suspenses LAW                 ,46203080,D,,
,,,,Suspenses LAW                 ,46204080,D,,
,,,,Suspenses PLCK                ,49042400,D,,
,,,,Suspenses PLCK                ,49043400,D,,
,,,,Suspenses PLCK                ,49044400,D,,
,,,,Suspenses PLCK                ,49041400,D,,
,,,,Systeme Cardiovasculaire,30012103,,N,N
,,,,Systeme cardiovasculaire,30013103,,N,N
,,,,systeme cardiovasculaire,60013103,,N,N
,,,,SYSTEME CARDIOVASCULAIRE,70011103,,N,N
,,,,Système cardiovasculaire,30011103,,,
,,,,Système cardiovasculaire,60011103,,,
,,,,SYSTEME D'EAU(SPILL WAY)25 ANS,22184120,D,,
,,,,SYSTEME D'EAU(SPILL WAY)25 ANS,22181120,D,,
,,,,SYSTEME D'EAU(SPILL WAY)25 ANS,22183120,D,,
,,,,SYSTEME D'EAU(SPILL WAY)25 ANS,22182120,D,,
,,,,Systeme gastro-intestinal,30013106,,N,N
,,,,systeme gastro-intestinal,60012106,,N,N
,,,,SYSTEME GASTRO-INTESTINAL,70011106,,N,N
,,,,systeme gastro-intestinal,60013106,,N,N
,,,,Système gastro-intestinal,30011106,,,
,,,,Système gastro-intestinal,60011106,,,
,,,,Systeme gastro-intetinal,30012106,,N,N
,,,,Systeme respiratoire,30013111,,N,N
,,,,Systeme respiratoire,30012111,,N,N
,,,,systeme respiratoire,60013111,,N,N
,,,,systeme respiratoire,60012111,,N,N
,,,,SYSTEME RESPIRATOIRE,70011111,,N,N
,,,,Système respiratoire ,30011111,,,
,,,,Système respiratoire ,60011111,,,
,,,,SYSTEME SOLAIRE,22401000,,N,N
,,,,SYSTEME SOLAIRE PAX           ,22613600,D,,
,,,,SYSTEME SOLAIRE PAX           ,22612600,D,,
,,,,SYSTEME SOLAIRE PAX           ,22614600,D,,
,,,,SYSTEME SOLAIRE PAX           ,22611600,D,,
,,,,Systeme uro-genital,30012110,,N,N
,,,,Systeme uro-genital,30013110,,N,N
,,,,SYSTEME URO-GENITAL,70011110,,N,N
,,,,systeme uro-genital,60012110,,N,N
,,,,systeme uro-genital,60013110,,N,N
,,,,Système uro-génital ,30011110,,,
,,,,Système uro-génital ,60011110,,,
,,,,systemes cardiovasculaires,60012103,,N,N
,,,,TABITHA MARIE MULANGA DORCAS  ,46651250,D,,
,,,,TABITHA MARIE MULANGA DORCAS  ,46653250,D,,
,,,,TABITHA MARIE MULANGA DORCAS  ,46654250,D,,
,,,,TABITHA MARIE MULANGA DORCAS  ,46652250,D,,
,,,,tabletage resealable,31113186,,N,N
,,,,TABU SAIKULU                  ,45954200,D,,
,,,,TABU SAIKULU                  ,45953200,D,,
,,,,TABU SAIKULU                  ,45951200,D,,
,,,,TABU SAIKULU                  ,45952200,D,,
,,,,TAKAS,40001280,,N,N
,,,,TAMUSOLE ABERIE               ,42154720,D,,
,,,,TAMUSOLE ABERIE               ,42152720,D,,
,,,,TAMUSOLE ABERIE               ,42153720,D,,
,,,,TAXES DIVERSES                ,66303000,V,,
,,,,TAXES DIVERSES                ,66302000,V,,
,,,,TAXES DIVERSES                ,66301000,V,,
,,,,TAXES DIVERSES                ,66304000,V,,
,,,,Tension arterielle,30012101,,N,N
,,,,Tension arterielle,30013101,,N,N
,,,,tension arterielle,60012101,,N,N
,,,,tension arterielle,60013101,,N,N
,,,,TENSION ARTERIELLE,70011101,,N,N
,,,,Tension Artérielle,30011101,,,
,,,,Tension Artérielle,60011101,,,
,,,,TERRAIN,21001000,,N,N
,,,,Test s diagnostiques et bandel,30012140,,N,N
,,,,tests diagnostics et bandelett,31113141,,N,N
,,,,tests diagnostics et bandelett,31112141,,N,N
,,,,TESTS DIAGNOSTICS ET BANDELETT,70011141,,N,N
,,,,Tests diagnostiques et bandele,30011140,,N,N
,,,,tests diagnostiques et bandele,30013140,,N,N
,,,,Tests diagnostiques et bandele,31111141,,,
,,,,tests diagnostiques et bandele,60012140,,N,N
,,,,Tests diagnostiques et bandele,61111141,,,
,,,,tests diagnostiques et bandele,61113141,,N,N
,,,,tests diagnostiques et bandele,61112141,,N,N
,,,,tests diagnostiques et bandele,60013140,,N,N
,,,,TFT BCDC/US ->Caisse Ppale,59101001,,N,N
,,,,TFT CLIN. DENT.-CSSE PPLE $,59501001,,N,N
,,,,TFT CLIN. DENT.-CSSE PPLE FC,59501000,,N,N
,,,,TOSE ILUNGA                   ,45953210,D,,
,,,,TOSE ILUNGA                   ,45951210,D,,
,,,,TOSE ILUNGA                   ,45954210,D,,
,,,,TOSE ILUNGA                   ,45952210,D,,
,,,,TRAINING                      ,10224290,D,,
,,,,TRAINING                      ,10222290,D,,
,,,,TRAINING                      ,10221290,D,,
,,,,TRAINING                      ,10223290,D,,
,,,,TRAINING OF ELECTRONIC TECHNIC,10121410,,N,N
,,,,TRANSACTIONS FINANCIERES,46661480,,N,N
,,,,Transfert BCZ-Caisse Ppale    ,59103000,D,,
,,,,Transfert BCZ-Caisse Ppale    ,59102000,D,,
,,,,Transfert BCZ-Caisse Ppale    ,59101000,D,,
,,,,Transfert BCZ-Caisse Ppale    ,59104000,D,,
,,,,Transfert Citybank Opht.->FTR ,59141000,D,,
,,,,Transfert Citybank Opht.->FTR ,59144000,D,,
,,,,Transfert Citybank Opht.->FTR ,59143000,D,,
,,,,Transfert Citybank Opht.->FTR ,59142000,D,,
,,,,Transfert Fidelity Bank->FTR  ,59132000,D,,
,,,,Transfert Fidelity Bank->FTR  ,59134000,D,,
,,,,Transfert Fidelity Bank->FTR  ,59133000,D,,
,,,,Transfert Fidelity Bank->FTR  ,59131000,D,,
